,Sales,date,region
40376,2045.0,2022-01-18,north
40377,2125.0,2022-01-18,south
40378,2085.0,2022-01-18,east
40379,2095.0,2022-01-18,west
40404,2295.0,2022-01-19,north
40405,2265.0,2022-01-19,south
40406,2040.0,2022-01-19,east
40407,2200.0,2022-01-19,west
40432,2415.0,2022-01-20,north
40433,2435.0,2022-01-20,south
40434,2160.0,2022-01-20,east
40435,2210.0,2022-01-20,west
40460,2295.0,2022-01-21,north
40461,2405.0,2022-01-21,south
40462,2380.0,2022-01-21,east
40463,2360.0,2022-01-21,west
40488,2080.0,2022-01-22,north
40489,2220.0,2022-01-22,south
40490,2495.0,2022-01-22,east
40491,2500.0,2022-01-22,west
40516,2170.0,2022-01-23,north
40517,2135.0,2022-01-23,south
40518,2205.0,2022-01-23,east
40519,2445.0,2022-01-23,west
40544,2195.0,2022-01-24,north
40545,2375.0,2022-01-24,south
40546,2370.0,2022-01-24,east
40547,2410.0,2022-01-24,west
40572,2470.0,2022-01-25,north
40573,2370.0,2022-01-25,south
40574,2110.0,2022-01-25,east
40575,2480.0,2022-01-25,west
40600,2085.0,2022-01-26,north
40601,2320.0,2022-01-26,south
40602,2075.0,2022-01-26,east
40603,2485.0,2022-01-26,west
40628,2165.0,2022-01-27,north
40629,2400.0,2022-01-27,south
40630,2055.0,2022-01-27,east
40631,2435.0,2022-01-27,west
40656,2380.0,2022-01-28,north
40657,2410.0,2022-01-28,south
40658,2240.0,2022-01-28,east
40659,2450.0,2022-01-28,west
40684,2190.0,2022-01-29,north
40685,2345.0,2022-01-29,south
40686,2290.0,2022-01-29,east
40687,2380.0,2022-01-29,west
40712,2145.0,2022-01-30,north
40713,2150.0,2022-01-30,south
40714,2500.0,2022-01-30,east
40715,2305.0,2022-01-30,west
40740,2045.0,2022-01-31,north
40741,2375.0,2022-01-31,south
40742,2040.0,2022-01-31,east
40743,2055.0,2022-01-31,west
40768,2405.0,2022-02-01,north
40769,2310.0,2022-02-01,south
40770,2405.0,2022-02-01,east
40771,2420.0,2022-02-01,west
40796,2160.0,2022-02-02,north
40797,2485.0,2022-02-02,south
40798,2375.0,2022-02-02,east
40799,2435.0,2022-02-02,west
40824,2125.0,2022-02-03,north
40825,2185.0,2022-02-03,south
40826,2090.0,2022-02-03,east
40827,2115.0,2022-02-03,west
40852,2035.0,2022-02-04,north
40853,2215.0,2022-02-04,south
40854,2010.0,2022-02-04,east
40855,2190.0,2022-02-04,west
40880,2070.0,2022-02-05,north
40881,2000.0,2022-02-05,south
40882,2130.0,2022-02-05,east
40883,2235.0,2022-02-05,west
40908,2250.0,2022-02-06,north
40909,2365.0,2022-02-06,south
40910,2020.0,2022-02-06,east
40911,2215.0,2022-02-06,west
40936,2290.0,2022-02-07,north
40937,2145.0,2022-02-07,south
40938,2255.0,2022-02-07,east
40939,2265.0,2022-02-07,west
40964,2375.0,2022-02-08,north
40965,2360.0,2022-02-08,south
40966,2430.0,2022-02-08,east
40967,2330.0,2022-02-08,west
40992,2290.0,2022-02-09,north
40993,2435.0,2022-02-09,south
40994,2225.0,2022-02-09,east
40995,2255.0,2022-02-09,west
41020,2275.0,2022-02-10,north
41021,2310.0,2022-02-10,south
41022,2070.0,2022-02-10,east
41023,2445.0,2022-02-10,west
41048,2405.0,2022-02-11,north
41049,2030.0,2022-02-11,south
41050,2470.0,2022-02-11,east
41051,2265.0,2022-02-11,west
41076,2245.0,2022-02-12,north
41077,2490.0,2022-02-12,south
41078,2110.0,2022-02-12,east
41079,2085.0,2022-02-12,west
41104,2425.0,2022-02-13,north
41105,2245.0,2022-02-13,south
41106,2500.0,2022-02-13,east
41107,2390.0,2022-02-13,west
41132,2035.0,2022-02-14,north
41133,2465.0,2022-02-14,south
41134,2500.0,2022-02-14,east
41135,2115.0,2022-02-14,west
